,b0,b1,r2,coeff,intercept,class
90,577.74,678.51,0.7792267888836774,-182.14555136540943,484.0217413147926,2
91,577.74,678.51,0.7718719381167046,-166.7997087418034,454.8916332155817,2
92,411.79,733.27,0.7736213709857136,-2.377940398554893,314.5993501665714,4
93,411.79,733.27,0.7968816911371859,-2.3971087713017383,314.86833094209186,4
94,411.79,733.27,0.8007688202692805,-2.3755549750634914,314.08232164522053,4
95,411.79,733.27,0.8160575034023254,-2.3397399094257305,311.48396149540827,4
96,577.74,678.51,0.8148742175373462,-167.40513435284896,455.1799509482545,2
97,411.79,733.27,0.7485701747929063,-2.3659291726426037,312.3232040672653,4
98,411.79,733.27,0.7909254277343486,-2.32895413650054,310.31558031784107,4
99,411.79,733.27,0.7606582022571746,-2.3961677035093847,313.62170753582905,4
100,411.79,733.27,0.8131623546685034,-2.461401663400204,323.96839671808857,4
101,577.74,678.51,0.7810726532522722,-170.6977422494992,463.6023915736886,2
102,411.79,733.27,0.8015019079904222,-2.448370588725248,322.7500801011717,4
103,411.79,733.27,0.7868081313738899,-2.460349421776987,323.3113515326671,4
104,411.79,833.29,0.7662383316035369,-2.493678580932872,350.8223563444486,0
105,411.79,733.27,0.7876716815545973,-2.4044899880996318,315.8550626808144,4
106,577.74,678.51,0.7852406437907804,-172.50898653465444,464.9969208477201,2
107,411.79,733.27,0.7854825075943459,-2.3720283134126734,317.8490120864629,4
108,411.79,733.27,0.7766285364789323,-2.4428659338982155,319.9864428931627,4
109,411.79,733.27,0.7892936392100381,-2.367237827200378,311.34275509831946,4
110,411.79,733.27,0.7745683073796072,-2.4594776742891167,318.7452850693478,4
111,577.74,678.51,0.7635234287796131,-172.26724503355877,467.1024053037661,2
112,411.79,733.27,0.7974571403822366,-2.3916802776392454,316.1477660288165,4
113,411.79,833.29,0.8001685237173386,-2.4412208072020403,341.81133341168186,0
114,411.79,733.27,0.8092057913581753,-2.3943369349236256,318.3476989840449,4
115,411.79,733.27,0.809785699283353,-2.3979626990413183,316.94282544199115,4
116,568.56,669.37,0.7859993594154021,-142.61426000494097,429.8137535122313,2
117,411.79,733.27,0.7864824169178459,-2.4703752884985413,318.9848081171709,4
118,577.74,678.51,0.8096835955372204,-170.94403374997503,464.3872369360458,2
119,411.79,733.27,0.7944844692884181,-2.373299933463385,312.74190447587034,4
120,411.79,733.27,0.8120024628621334,-2.3887264547378715,313.8656379796597,4
121,577.74,669.37,0.7686628054042903,-175.6399937889116,461.8698443051699,2
122,577.74,678.51,0.7815454014271842,-167.94156846782087,455.7608752744036,2
123,411.79,733.27,0.8153812660089202,-2.397443777811932,313.8292152905353,4
124,411.79,733.27,0.7855650968858793,-2.374612103472624,319.62038124876926,4
125,411.79,733.27,0.7947587499027108,-2.410783513731745,318.81948352159486,4
126,577.74,678.51,0.7809706566967418,-174.5067855873428,472.5511016100417,2
127,411.79,733.27,0.7693743141000208,-2.364766165480766,312.23515840649304,4
128,411.79,733.27,0.7761889243395483,-2.3927597345783496,318.60646527883193,4
129,411.79,733.27,0.7886046071674886,-2.3229954475553543,309.2305488144221,4
130,411.79,833.29,0.8135975200658228,-2.4536271680684245,347.2427583679214,0
131,411.79,733.27,0.7725948589390785,-2.45572998643234,321.83138301823266,4
132,411.79,733.27,0.8032815445134709,-2.398592850565943,317.4836588915766,4
133,605.27,678.51,0.7810111856530746,-316.883473567765,599.3969684787638,5
134,411.79,733.27,0.7765835189906662,-2.481516550656336,323.6368285099761,4
135,411.79,733.27,0.7942381693030809,-2.4237953457217163,323.1910318444285,4
136,577.74,678.51,0.8174979667799704,-169.4642827106227,459.0435128020806,2
137,577.74,678.51,0.7698378198454952,-164.1548459897076,450.2375704369443,2
138,577.74,669.37,0.811454717315991,-182.7239441551499,477.2492364776144,2
139,411.79,733.27,0.7874451565100664,-2.328792164259815,312.1463738086029,4
140,577.74,678.51,0.816460082451276,-165.10728111506316,448.9650157709797,2
141,411.79,733.27,0.8021350786580972,-2.4998488542874706,326.2191101302259,4
142,411.79,733.27,0.7920327907584618,-2.36085540826385,313.79533053350013,4
143,411.79,733.27,0.8019535658672244,-2.347411525868744,314.3244586405265,4
144,411.79,733.27,0.7771678117899583,-2.386234325231958,316.20500846330606,4
145,411.79,733.27,0.8145916813543245,-2.401668616429528,317.0918825867786,4
146,411.79,733.27,0.7879540844337589,-2.3771548701059437,316.1324240573067,4
147,411.79,733.27,0.793022972415184,-2.353798080856999,316.72447010677314,4
148,411.79,833.29,0.7534633591061642,-2.463151064418614,345.1308465489518,0
149,411.79,733.27,0.8022782562344275,-2.4105358853740038,315.0721969907741,4
150,577.74,678.51,0.8092280155626215,-170.02624674582373,460.940312446641,2
151,411.79,833.29,0.8394138260091273,-2.5183448006266818,349.7149953714368,0
152,605.27,678.51,0.7896369386636461,-306.03553740363924,585.483667464772,5
153,577.74,678.51,0.7752100180104575,-168.9508939975387,459.40962481456415,2
154,411.79,833.29,0.7834537371437704,-2.511590531289462,349.5642317745099,0
155,411.79,733.27,0.7711687552931188,-2.428838908846716,320.99767326401405,4
156,577.74,678.51,0.779663855530624,-174.17812169713935,468.121754466588,2
157,411.79,733.27,0.8016568851106617,-2.3609443401480106,312.3089464238111,4
158,411.79,733.27,0.7623059525814149,-2.391930269483247,319.2809797448298,4
159,411.79,733.27,0.7968330978255616,-2.4103322531245897,322.82696797695775,4
160,411.79,806.06,0.8000173549502743,-2.3077174339193536,317.6986568647998,0
161,411.79,733.27,0.7498545012319563,-2.45878580118974,325.0791213713616,4
162,577.74,678.51,0.8004988365610528,-165.75327336925125,452.8286779482638,2
163,577.74,678.51,0.7758740013724356,-164.27013393427083,450.8715145715991,2
164,411.79,733.27,0.8095901508417358,-2.3741025945349703,316.6773181561207,4
165,577.74,678.51,0.8154425360114912,-168.6620192392607,456.70364936959686,2
166,421.04,733.27,0.7847166631612912,-2.590279822507746,322.48728560426457,4
167,411.79,833.29,0.7424667533111264,-2.54863883240326,350.9709050401835,0
168,605.27,678.51,0.7924967895337902,-318.38438496059354,600.1668877389051,5
169,411.79,733.27,0.7756895059769414,-2.426010007937888,316.37348837538764,4
170,411.79,733.27,0.7865100095326232,-2.44232506851358,320.71357868648306,4
171,411.79,733.27,0.8037713000787694,-2.473513435988328,325.0612307189099,4
172,411.79,733.27,0.784425875219804,-2.378195417666424,317.92819840135587,4
173,411.79,833.29,0.8044594246727945,-2.6220022512293646,358.97045318926,0
174,411.79,733.27,0.8029449328162959,-2.47025774351317,322.9407474120145,4
175,577.74,669.37,0.7625217171558396,-174.50028380546647,463.0863266596199,2
176,411.79,733.27,0.7844087783676758,-2.4081382420419315,316.5834592403202,4
177,577.74,678.51,0.7641363398122628,-168.363592070912,462.0232461876957,2
178,411.79,733.27,0.7729518620171614,-2.4223450587223168,321.3266959851496,4
179,577.74,669.37,0.7881754891291943,-184.36738715707816,477.0839297998972,2
180,411.79,833.29,0.8030018554291452,-2.654664895707508,360.76607733527743,0
181,577.74,669.37,0.7839232323571688,-172.64721255514905,454.9107691552445,2
182,577.74,678.51,0.8085812269894748,-167.66084331976168,455.9647241903274,2
183,577.74,678.51,0.790332605431054,-164.08472351986953,451.8370899025711,2
184,577.74,678.51,0.8190806943434171,-175.18941641267926,469.7180147561198,2
185,411.79,733.27,0.7862818858321594,-2.4512992130228466,319.2147321277492,4
186,411.79,733.27,0.7925089215572989,-2.465240643701101,321.2356568002014,4
187,411.79,769.7,0.7947388657683846,-2.373366181115772,334.4195538008114,4
188,577.74,678.51,0.8264479289666576,-167.77412062797805,458.4121889993075,2
189,411.79,733.27,0.7923529359513718,-2.4609072020913496,319.8087434560048,4
190,411.79,733.27,0.7730809572767482,-2.431633854812396,317.96121987467893,4
191,577.74,678.51,0.794672082296413,-168.28394938163544,459.2072542453007,2
192,411.79,733.27,0.7824102240816663,-2.4139958124418626,318.5248179776271,4
193,411.79,833.29,0.7915842606348167,-2.579563784999888,354.08061186377864,0
194,411.79,833.29,0.7743302388158877,-2.5491708532381963,352.6034911758381,0
195,411.79,733.27,0.7873351061225404,-2.4175359921945665,320.72922344095576,4
196,411.79,733.27,0.7808521641623866,-2.418511791393043,315.5865791719702,4
197,411.79,733.27,0.7998338543943283,-2.354874607620449,314.89340404938935,4
198,411.79,733.27,0.7866930070188447,-2.3947204036203327,318.3422943353829,4
199,411.79,733.27,0.7740110851870128,-2.424855020865806,322.5028432007655,4
200,411.79,769.7,0.8280032485934481,-2.447522772054096,340.64360968556974,4
201,577.74,678.51,0.8144472997962049,-158.5017895475657,441.0667463432784,2
202,411.79,833.29,0.7762644875140505,-2.489328020210955,348.1310964035528,0
203,568.56,669.37,0.8162667038450249,-140.09505252465198,430.7115910171819,2
204,411.79,769.7,0.7868304172955531,-2.396233065484935,337.5404179953066,4
205,411.79,833.29,0.789769054314698,-2.584830773389602,353.53148589309967,0
206,577.74,678.51,0.8158862988547463,-169.128183049944,456.7515917808173,2
207,605.27,678.51,0.7680440689736707,-314.45211840546955,596.0244790707148,5
208,411.79,733.27,0.8110290981333266,-2.4558675045822715,319.2923755065445,4
209,411.79,833.29,0.7987769156987505,-2.5543221938146674,352.50988430720633,0
210,411.79,733.27,0.7736012431795993,-2.478135886741875,324.07951058219027,4
211,411.79,733.27,0.8004755012957789,-2.3909637925727107,317.4957711239199,4
212,605.27,678.51,0.8210511529912946,-327.0379966379394,614.1041742716591,5
213,605.27,678.51,0.7906975451575993,-334.33472740161886,623.2390755102231,5
214,411.79,733.27,0.7711821847882618,-2.389128321334654,315.5988840201689,4
215,411.79,733.27,0.7865134796722161,-2.4336599042986373,322.9940707788787,4
216,411.79,769.7,0.7915943244397678,-2.348856408960999,330.0860953719126,4
217,411.79,733.27,0.7986769431537544,-2.4944575524658514,322.95084203680005,4
218,411.79,769.7,0.8029084042462273,-2.401429452050317,333.91438775215875,4
219,411.79,733.27,0.8065771168905236,-2.405949305422457,317.5735882109342,4
220,577.74,669.37,0.761494924307761,-174.0523602003193,460.1691483708816,2
221,411.79,733.27,0.8009369375835137,-2.3766755383936338,314.8829001183777,4
222,411.79,733.27,0.8531474755835197,-2.433818375301928,318.8880582379458,4
223,577.74,678.51,0.8242601259002715,-166.39763796937348,453.0593910947738,2
224,411.79,733.27,0.7933746013228589,-2.3621067020124187,314.4192680087464,4
225,577.74,678.51,0.7806128750150911,-169.05257743093463,458.17862707475024,2
226,568.56,669.37,0.793069967758995,-141.85816788732035,428.2052792548794,2
227,577.74,678.51,0.7908275116620463,-167.5028926014847,457.0959189182908,2
228,421.04,733.27,0.782608864176398,-2.6429892923264515,318.319050507764,4
229,411.79,733.27,0.8002787174409733,-2.483384452970816,321.97457505051864,4
230,411.79,733.27,0.7704924730225274,-2.4605098460978168,323.8106889260836,4
231,411.79,733.27,0.7845170606470988,-2.466563591456693,320.54102395365925,4
232,411.79,733.27,0.7742423457981488,-2.4525215333686456,319.73161771664536,4
233,411.79,733.27,0.8073661479412155,-2.47964968882719,322.0063249093588,4
234,411.79,733.27,0.7961105146571861,-2.3560242942151985,314.5481396383804,4
235,411.79,833.29,0.7829486047153583,-2.5772449300000915,356.75082650484944,0
236,411.79,733.27,0.7691224222743633,-2.333147513887784,311.57511083318445,4
237,411.79,833.29,0.7891898427956996,-2.580381992634238,357.7430574479404,0
238,577.74,678.51,0.8169188155729044,-157.3508821978125,436.87833001561296,2
239,577.74,678.51,0.8042916915192494,-169.948386927835,460.161567476252,2
240,411.79,733.27,0.7391850009543158,-2.3636064550767104,315.26773769787013,4
241,411.79,769.7,0.8276602139669157,-2.390624916718494,336.5427918369496,4
242,577.74,669.37,0.7725992126888268,-173.3406001910858,459.4499271215983,2
243,577.74,678.51,0.7947694577504559,-171.51029617501317,462.7440121322139,2
244,411.79,733.27,0.7823049046354135,-2.335686383243119,314.8801355363605,4
245,577.74,669.37,0.79956496654197,-176.26861688320923,463.3090643323201,2
246,411.79,733.27,0.7622995092635674,-2.4580359562954124,320.2620590480404,4
247,411.79,733.27,0.781635691179502,-2.442913033615808,319.9227373715197,4
248,411.79,733.27,0.7960658605700442,-2.417751031411865,317.53232976460936,4
249,411.79,733.27,0.8001512476369277,-2.3070404825263573,307.4017980258293,4
250,411.79,733.27,0.8063514715593108,-2.434044815677552,319.8179736596726,4
251,411.79,733.27,0.7888633922296432,-2.387453977844893,316.9485082881739,4
252,411.79,733.27,0.78555466177392,-2.306036310057888,310.2067812686993,4
253,577.74,669.37,0.788177338618214,-178.23980558676303,461.4657241832851,2
254,568.56,669.37,0.7723030748006964,-150.78916623322027,449.5783726881582,2
255,577.74,669.37,0.7326650853976016,-177.79866604253726,465.0685245058143,2
256,577.74,678.51,0.7860345645224633,-169.95095887026417,459.12133169889466,2
257,411.79,833.29,0.8110634660502752,-2.399157825025357,340.53162243658727,0
258,411.79,733.27,0.7918880922640983,-2.3596564787677416,314.3767043624344,4
259,411.79,733.27,0.8104851127093637,-2.449587430857763,323.27501096803627,4
260,577.74,678.51,0.8176530746424361,-166.31789280979433,450.4095961825397,2
261,411.79,733.27,0.7743276381480756,-2.360032719401622,315.2463369077991,4
262,411.79,733.27,0.7999298176702057,-2.414629617322341,319.90563023895095,4
263,421.04,733.27,0.7772536060742783,-2.596669564049014,321.19298968079914,4
264,411.79,769.7,0.7661918407987149,-2.3248937731324366,335.04005157092195,4
265,411.79,733.27,0.8009951478451371,-2.4220886443004037,319.3153725495712,4
266,411.79,833.29,0.8094215677843841,-2.5420773336819917,353.2854309036262,0
267,577.74,678.51,0.7629675408113086,-168.13091831706905,455.4701887318784,2
268,411.79,733.27,0.7984799850174568,-2.4417582534342563,317.04185419198205,4
269,411.79,733.27,0.7697136011525925,-2.492831205760601,323.8217916659829,4
270,577.74,678.51,0.8068266465073384,-175.0029489668728,470.03813786820297,2
271,411.79,733.27,0.80479515675369,-2.409287649577009,320.1837570849061,4
272,577.74,669.37,0.7790558951731341,-176.11126358961366,463.9786695332529,2
273,411.79,733.27,0.7827647705364018,-2.3606170404649145,314.7636881292098,4
274,411.79,733.27,0.7751898042615457,-2.47929555730384,322.2735601051183,4
275,411.79,833.29,0.8140139654962999,-2.5198472843349577,347.5408027075167,0
276,411.79,733.27,0.8003730016600392,-2.358693943826086,311.8387639435488,4
277,411.79,733.27,0.7737620636525888,-2.4289043056510287,319.6872102712377,4
278,411.79,733.27,0.7727565657088548,-2.410638983813146,320.0180148356202,4
279,411.79,733.27,0.7663570802405578,-2.4456367546964164,317.6730955638917,4
280,411.79,733.27,0.7874282038013629,-2.2839637347983794,305.132339162559,4
281,411.79,733.27,0.7850037759741126,-2.408419453609413,318.5069993247474,4
282,411.79,833.29,0.809669219053453,-2.4650687831755818,346.8837825629806,0
283,577.74,678.51,0.8181844916186773,-169.37254135012543,461.0719312984456,2
284,411.79,733.27,0.7986485683008733,-2.3275923565020995,311.55801309139895,4
285,577.74,669.37,0.7903022114696898,-180.2486013268445,471.827674326251,2
286,411.79,833.29,0.8011835243336697,-2.6039371703585257,352.847807375904,0
287,577.74,669.37,0.7570873596376088,-171.932199702164,453.2105616819276,2
288,411.79,733.27,0.7729032693886521,-2.487525956453849,324.00907337264846,4
289,577.74,678.51,0.8184260337519274,-167.44507784291838,454.0390080357294,2
290,568.56,669.37,0.7755282151305578,-144.90520128321174,434.3321429944239,2
291,577.74,669.37,0.7901610387096774,-181.2589782854186,471.3205520611264,2
292,411.79,733.27,0.7909308857739572,-2.464205106973384,321.43804340529164,4
293,411.79,733.27,0.7973543831339114,-2.3395637361151045,312.073051804389,4
294,411.79,733.27,0.7712789470076193,-2.445044005038535,321.58265164305305,4
295,411.79,733.27,0.7951529646897236,-2.3360342579972984,311.80166989548684,4
296,411.79,733.27,0.7838943637116349,-2.4130417287248997,318.27478876247824,4
297,577.74,678.51,0.8126859697951176,-170.93175868108457,464.69557063392375,2
298,577.74,678.51,0.8102967336399471,-168.6226252171868,454.0907080457022,2
299,411.79,733.27,0.8091475445424928,-2.4093084037257877,319.7324780094269,4
300,411.79,733.27,0.7700352124014123,-2.3938327003579363,316.0914414511873,4
301,605.27,678.51,0.7863429396847226,-317.3394213049936,601.1554276924209,5
302,411.79,733.27,0.768797894598134,-2.3968240009859434,318.7063981269136,4
303,411.79,733.27,0.7877526883984103,-2.3977547886820405,316.9227794703929,4
304,411.79,733.27,0.8070848108695415,-2.380446380895228,318.837701229121,4
305,577.74,669.37,0.7837004383145438,-176.5386708767017,462.3734579794574,2
306,411.79,733.27,0.7621159948082701,-2.47992154673528,324.9528259734127,4
307,411.79,733.27,0.7898164599374359,-2.360818904466777,309.9268529558197,4
308,577.74,678.51,0.8169778287853011,-174.48785992913088,465.1175027397361,2
309,411.79,733.27,0.7676274815401705,-2.381587297217214,313.8668592331637,4
310,411.79,833.29,0.8056647423776957,-2.557339764586627,355.24383698183726,0
311,411.79,733.27,0.7745379287087323,-2.424009199122756,319.2760574162148,4
312,411.79,833.29,0.8054346678328693,-2.546380468104661,351.9950293444276,0
313,411.79,733.27,0.796935035405148,-2.324681464977854,309.52250374746154,4
314,411.79,733.27,0.7717721850155157,-2.418297956691424,320.84129260870964,4
315,411.79,769.7,0.7917437224551845,-2.466139966608337,344.5431514705636,4
316,577.74,669.37,0.7865129000529325,-184.23684202572036,474.3369244743282,2
317,411.79,833.29,0.8067467439971046,-2.506896379608014,349.0777869555695,0
318,411.79,733.27,0.7787444952567912,-2.4030848273026324,316.09582806463567,4
319,411.79,733.27,0.8247158051526037,-2.4172413574299734,321.13093570872365,4
320,421.04,833.29,0.7843861226493605,-2.7230599239559834,351.4218336474768,0
321,577.74,678.51,0.7597466461791185,-179.4570542972567,477.3318181097985,2
322,411.79,833.29,0.7830555033835758,-2.5889594476325155,358.5936639730975,0
323,411.79,833.29,0.7904026552475917,-2.584022892867383,352.7666413933472,0
324,577.74,678.51,0.7807589390442096,-175.2130948911437,470.83429120201936,2
325,411.79,733.27,0.7808443642731202,-2.4118222709688326,318.07523798849,4
326,421.04,733.27,0.7933318935621567,-2.4704123237143736,312.70706576561446,4
327,411.79,733.27,0.8234773610500052,-2.409147919411975,316.8382395210432,4
328,577.74,678.51,0.7966872134019607,-170.40885794669492,460.800926260686,2
329,411.79,733.27,0.767467091067052,-2.399994965339156,317.7546582159624,4
330,411.79,733.27,0.7813471652938552,-2.3336618931758144,311.9535936789132,4
331,411.79,733.27,0.7911227633774425,-2.381199401130119,314.0332343955123,4
332,577.74,678.51,0.7816533395679198,-171.25127508022015,461.7541557462322,2
333,577.74,678.51,0.7664667925139713,-171.58449288694948,462.60616764336135,2
334,577.74,678.51,0.8363419011710643,-169.44790858579054,459.89474002258817,2
335,577.74,678.51,0.7950111045888593,-167.96180254979586,457.3140354322063,2
336,411.79,733.27,0.7042424292917466,-2.4177616324969406,317.0351317911603,4
337,577.74,678.51,0.786737999022696,-170.32120159971927,463.02187129033126,2
338,577.74,678.51,0.7960491365138362,-163.22860948416542,445.8446884850645,2
339,411.79,733.27,0.8105261374307677,-2.432076976020853,319.9133144826037,4
340,411.79,733.27,0.8098745338669252,-2.3170022214768653,309.4104424788416,4
341,605.27,678.51,0.7871088886786048,-320.4614945248831,604.4557483615117,5
342,411.79,733.27,0.7936942329978338,-2.4185224278393123,319.5928046645647,4
343,411.79,733.27,0.7961276425086734,-2.4109116790112988,318.40116829581365,4
344,577.74,678.51,0.7837415390845834,-171.6962417224388,462.7093250903296,2
345,411.79,733.27,0.7662214250911759,-2.475083557826014,322.2580135834158,4
346,411.79,833.29,0.8083984419551946,-2.56286820457606,354.0624848993384,0
347,411.79,833.29,0.8069766217792973,-2.5327943689370267,351.97079056682367,0
348,577.74,678.51,0.8107289355613182,-177.14694164051386,472.0862209559382,2
349,411.79,769.7,0.7991365604465537,-2.3706159193206298,334.6998464487692,4
350,577.74,678.51,0.7932835741701578,-176.85345328587863,476.3833382940685,2
351,411.79,833.29,0.7906102708600501,-2.513507045908504,350.04791110084585,0
352,411.79,733.27,0.7461875220394016,-2.481812269112152,319.463539729672,4
353,411.79,733.27,0.7928829322678597,-2.3495349039680278,313.45014730871867,4
354,411.79,733.27,0.7702272465824664,-2.390096565829537,318.71456994213133,4
355,411.79,733.27,0.7953730394867118,-2.4481613339089368,320.4801304232154,4
356,411.79,733.27,0.7784351313701242,-2.403305449094828,315.63610136160776,4
357,411.79,733.27,0.7866011028331252,-2.4797534862423296,320.4874796285827,4
358,411.79,733.27,0.7828686572066403,-2.4329186805104315,320.0858716661982,4
359,411.79,733.27,0.7928822167776407,-2.475427390522112,317.86804108441413,4
360,411.79,733.27,0.7939397219697534,-2.3463852183243343,311.3375305731633,4
361,411.79,733.27,0.7840026645088268,-2.4941154892189594,323.31776756496987,4
362,411.79,733.27,0.7933851030284598,-2.358915127621267,312.37522192603683,4
363,577.74,678.51,0.7935802936611795,-165.59949992074925,453.5466555771073,2
364,411.79,833.29,0.7836646057176015,-2.509161246707457,348.3606815164681,0
